month,admtyp,sex,race,age_group,county,crime_class,n
2019-11-01,Court admission,Male,White,25-29,Macon,Drug,1
2019-11-01,Court admission,Male,White,25-29,Macon,Person,1
2019-11-01,Court admission,Male,White,25-29,Macon,Property,2
2019-11-01,Court admission,Male,White,25-29,Macoupin,Property,1
2019-11-01,Court admission,Male,White,25-29,Madison,Property,1
2019-11-01,Court admission,Male,White,25-29,Mason,Drug,1
2019-11-01,Court admission,Male,White,25-29,McDonough,Drug,1
2019-11-01,Court admission,Male,White,25-29,Ogle,Drug,1
2019-11-01,Court admission,Male,White,25-29,Randolph,Property,1
2019-11-01,Court admission,Male,White,25-29,Rock Island,Public Order,1
2019-11-01,Court admission,Male,White,25-29,Shelby,Property,1
2019-11-01,Court admission,Male,White,25-29,St. Clair,Drug,1
2019-11-01,Court admission,Male,White,25-29,Tazewell,Property,1
2019-11-01,Court admission,Male,White,25-29,Tazewell,Public Order,1
2019-11-01,Court admission,Male,White,25-29,Wayne,Drug,1
2019-11-01,Court admission,Male,White,25-29,Whiteside,Public Order,1
2019-11-01,Court admission,Male,White,25-29,Winnebago,Person,1
2019-11-01,Court admission,Male,White,25-29,Woodford,Drug,2
2019-11-01,Court admission,Male,White,25-29,Woodford,Property,1
2019-11-01,Court admission,Male,White,30-34,Adams,Property,2
2019-11-01,Court admission,Male,White,30-34,Bond,Person,1
2019-11-01,Court admission,Male,White,30-34,Bureau,Drug,1
2019-11-01,Court admission,Male,White,30-34,Champaign,Property,2
2019-11-01,Court admission,Male,White,30-34,Cook,Drug,1
2019-11-01,Court admission,Male,White,30-34,Cook,Person,2
2019-11-01,Court admission,Male,White,30-34,Cook,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Crawford,Drug,1
2019-11-01,Court admission,Male,White,30-34,Crawford,Person,1
2019-11-01,Court admission,Male,White,30-34,Crawford,Public Order,1
2019-11-01,Court admission,Male,White,30-34,De Witt,Drug,1
2019-11-01,Court admission,Male,White,30-34,Effingham,Property,1
2019-11-01,Court admission,Male,White,30-34,Franklin,Drug,1
2019-11-01,Court admission,Male,White,30-34,Franklin,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Fulton,Person,1
2019-11-01,Court admission,Male,White,30-34,Hancock,Drug,2
2019-11-01,Court admission,Male,White,30-34,Jefferson,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Jersey,Property,1
2019-11-01,Court admission,Male,White,30-34,Jersey,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Kane,Drug,1
2019-11-01,Court admission,Male,White,30-34,Knox,Drug,1
2019-11-01,Court admission,Male,White,30-34,LaSalle,Drug,1
2019-11-01,Court admission,Male,White,30-34,Lake,Drug,3
2019-11-01,Court admission,Male,White,30-34,Lake,Person,1
2019-11-01,Court admission,Male,White,30-34,Lake,Property,1
2019-11-01,Court admission,Male,White,30-34,Lawrence,Property,1
2019-11-01,Court admission,Male,White,30-34,Lee,Drug,1
2019-11-01,Court admission,Male,White,30-34,Livingston,Drug,1
2019-11-01,Court admission,Male,White,30-34,Madison,Person,1
2019-11-01,Court admission,Male,White,30-34,Madison,Property,3
2019-11-01,Court admission,Male,White,30-34,Marion,Person,1
2019-11-01,Court admission,Male,White,30-34,Mason,Person,1
2019-11-01,Court admission,Male,White,30-34,McHenry,Drug,3
2019-11-01,Court admission,Male,White,30-34,Monroe,Person,1
2019-11-01,Court admission,Male,White,30-34,Monroe,Property,1
2019-11-01,Court admission,Male,White,30-34,Morgan,Drug,1
2019-11-01,Court admission,Male,White,30-34,Peoria,Property,1
2019-11-01,Court admission,Male,White,30-34,Randolph,Drug,1
2019-11-01,Court admission,Male,White,30-34,Randolph,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Saline,Drug,1
2019-11-01,Court admission,Male,White,30-34,Sangamon,Person,1
2019-11-01,Court admission,Male,White,30-34,Sangamon,Public Order,2
2019-11-01,Court admission,Male,White,30-34,Tazewell,Person,2
2019-11-01,Court admission,Male,White,30-34,Union,Property,1
2019-11-01,Court admission,Male,White,30-34,Union,Public Order,1
2019-11-01,Court admission,Male,White,30-34,Whiteside,Property,1
2019-11-01,Court admission,Male,White,30-34,Will,Drug,1
2019-11-01,Court admission,Male,White,30-34,Winnebago,Property,1
2019-11-01,Court admission,Male,White,30-34,Winnebago,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Adams,Drug,1
2019-11-01,Court admission,Male,White,35-44,Adams,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Boone,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Christian,Drug,2
2019-11-01,Court admission,Male,White,35-44,Christian,Property,1
2019-11-01,Court admission,Male,White,35-44,Clay,Drug,1
2019-11-01,Court admission,Male,White,35-44,Clinton,Person,1
2019-11-01,Court admission,Male,White,35-44,Clinton,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Coles,Drug,1
2019-11-01,Court admission,Male,White,35-44,Coles,Person,1
2019-11-01,Court admission,Male,White,35-44,Coles,Property,1
2019-11-01,Court admission,Male,White,35-44,Cook,Drug,1
2019-11-01,Court admission,Male,White,35-44,Cook,Person,3
2019-11-01,Court admission,Male,White,35-44,Cook,Property,1
2019-11-01,Court admission,Male,White,35-44,Crawford,Drug,1
2019-11-01,Court admission,Male,White,35-44,Douglas,Drug,1
2019-11-01,Court admission,Male,White,35-44,DuPage,Drug,1
2019-11-01,Court admission,Male,White,35-44,Edgar,Drug,1
2019-11-01,Court admission,Male,White,35-44,Grundy,Drug,1
2019-11-01,Court admission,Male,White,35-44,Hancock,Drug,2
2019-11-01,Court admission,Male,White,35-44,Hancock,Property,1
2019-11-01,Court admission,Male,White,35-44,Henry,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Jefferson,Person,1
2019-11-01,Court admission,Male,White,35-44,Jefferson,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Jersey,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Kane,Drug,1
2019-11-01,Court admission,Male,White,35-44,Kane,Person,1
2019-11-01,Court admission,Male,White,35-44,LaSalle,Property,1
2019-11-01,Court admission,Male,White,35-44,Lake,Person,2
2019-11-01,Court admission,Male,White,35-44,Lake,Property,1
2019-11-01,Court admission,Male,White,35-44,Lake,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Livingston,Drug,1
2019-11-01,Court admission,Male,White,35-44,Macon,Drug,1
2019-11-01,Court admission,Male,White,35-44,Macon,Property,1
2019-11-01,Court admission,Male,White,35-44,Madison,Drug,2
2019-11-01,Court admission,Male,White,35-44,Madison,Person,2
2019-11-01,Court admission,Male,White,35-44,Madison,Public Order,2
2019-11-01,Court admission,Male,White,35-44,Marion,Property,1
2019-11-01,Court admission,Male,White,35-44,McHenry,Person,2
2019-11-01,Court admission,Male,White,35-44,McHenry,Public Order,2
2019-11-01,Court admission,Male,White,35-44,McLean,Drug,2
2019-11-01,Court admission,Male,White,35-44,McLean,Person,1
2019-11-01,Court admission,Male,White,35-44,McLean,Property,1
2019-11-01,Court admission,Male,White,35-44,Menard,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Monroe,Drug,1
2019-11-01,Court admission,Male,White,35-44,Montgomery,Property,1
2019-11-01,Court admission,Male,White,35-44,Morgan,Property,1
2019-11-01,Court admission,Male,White,35-44,Moultrie,Drug,1
2019-11-01,Court admission,Male,White,35-44,Ogle,Person,1
2019-11-01,Court admission,Male,White,35-44,Peoria,Person,2
2019-11-01,Court admission,Male,White,35-44,Perry,Drug,1
2019-11-01,Court admission,Male,White,35-44,Saline,Property,1
2019-11-01,Court admission,Male,White,35-44,Sangamon,Property,2
2019-11-01,Court admission,Male,White,35-44,St. Clair,Drug,1
2019-11-01,Court admission,Male,White,35-44,St. Clair,Property,1
2019-11-01,Court admission,Male,White,35-44,St. Clair,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Tazewell,Drug,2
2019-11-01,Court admission,Male,White,35-44,Tazewell,Person,1
2019-11-01,Court admission,Male,White,35-44,Tazewell,Property,1
2019-11-01,Court admission,Male,White,35-44,Tazewell,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Union,Drug,1
2019-11-01,Court admission,Male,White,35-44,Union,Person,2
2019-11-01,Court admission,Male,White,35-44,Vermilion,Drug,1
2019-11-01,Court admission,Male,White,35-44,Vermilion,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Warren,Drug,1
2019-11-01,Court admission,Male,White,35-44,Wayne,Drug,1
2019-11-01,Court admission,Male,White,35-44,White,Drug,1
2019-11-01,Court admission,Male,White,35-44,White,Property,1
2019-11-01,Court admission,Male,White,35-44,Whiteside,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Will,Drug,1
2019-11-01,Court admission,Male,White,35-44,Will,Person,1
2019-11-01,Court admission,Male,White,35-44,Will,Property,1
2019-11-01,Court admission,Male,White,35-44,Will,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Winnebago,Public Order,1
2019-11-01,Court admission,Male,White,35-44,Woodford,Property,1
2019-11-01,Court admission,Male,White,35-44,Woodford,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Adams,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Clark,Person,1
2019-11-01,Court admission,Male,White,45-54,Coles,Person,1
2019-11-01,Court admission,Male,White,45-54,Cook,Drug,3
2019-11-01,Court admission,Male,White,45-54,Cook,Person,1
2019-11-01,Court admission,Male,White,45-54,Cook,Property,2
2019-11-01,Court admission,Male,White,45-54,Cook,Public Order,3
2019-11-01,Court admission,Male,White,45-54,DuPage,Drug,1
2019-11-01,Court admission,Male,White,45-54,DuPage,Property,1
2019-11-01,Court admission,Male,White,45-54,Franklin,Drug,1
2019-11-01,Court admission,Male,White,45-54,Fulton,Drug,1
2019-11-01,Court admission,Male,White,45-54,Jackson,Property,1
2019-11-01,Court admission,Male,White,45-54,Jefferson,Drug,1
2019-11-01,Court admission,Male,White,45-54,Jersey,Drug,1
2019-11-01,Court admission,Male,White,45-54,Kane,Person,1
2019-11-01,Court admission,Male,White,45-54,Kendall,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Lake,Drug,1
2019-11-01,Court admission,Male,White,45-54,Lake,Person,1
2019-11-01,Court admission,Male,White,45-54,Macon,Person,1
2019-11-01,Court admission,Male,White,45-54,Macoupin,Drug,1
2019-11-01,Court admission,Male,White,45-54,Madison,Person,1
2019-11-01,Court admission,Male,White,45-54,Madison,Property,2
2019-11-01,Court admission,Male,White,45-54,Madison,Public Order,1
2019-11-01,Court admission,Male,White,45-54,McHenry,Drug,1
2019-11-01,Court admission,Male,White,45-54,McHenry,Person,1
2019-11-01,Court admission,Male,White,45-54,Monroe,Property,1
2019-11-01,Court admission,Male,White,45-54,Montgomery,Property,1
2019-11-01,Court admission,Male,White,45-54,Richland,Drug,1
2019-11-01,Court admission,Male,White,45-54,Saline,Person,1
2019-11-01,Court admission,Male,White,45-54,Sangamon,Drug,2
2019-11-01,Court admission,Male,White,45-54,Sangamon,Property,1
2019-11-01,Court admission,Male,White,45-54,Sangamon,Public Order,1
2019-11-01,Court admission,Male,White,45-54,St. Clair,Drug,1
2019-11-01,Court admission,Male,White,45-54,Tazewell,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Union,Person,1
2019-11-01,Court admission,Male,White,45-54,Wabash,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Whiteside,Drug,1
2019-11-01,Court admission,Male,White,45-54,Winnebago,Person,1
2019-11-01,Court admission,Male,White,45-54,Winnebago,Public Order,1
2019-11-01,Court admission,Male,White,45-54,Woodford,Public Order,1
2019-11-01,Court admission,Male,White,55-64,Boone,Person,1
2019-11-01,Court admission,Male,White,55-64,Champaign,Drug,1
2019-11-01,Court admission,Male,White,55-64,Cook,Person,2
2019-11-01,Court admission,Male,White,55-64,Cook,Public Order,1
2019-11-01,Court admission,Male,White,55-64,DuPage,Public Order,2
2019-11-01,Court admission,Male,White,55-64,Effingham,Drug,1
2019-11-01,Court admission,Male,White,55-64,Fayette,Public Order,1
2019-11-01,Court admission,Male,White,55-64,Hardin,Person,1
2019-11-01,Court admission,Male,White,55-64,Jersey,Public Order,1
2019-11-01,Court admission,Male,White,55-64,Kane,Drug,1
2019-11-01,Court admission,Male,White,55-64,Kane,Property,1
2019-11-01,Court admission,Male,White,55-64,Lake,Drug,1
2019-11-01,Court admission,Male,White,55-64,Lawrence,Person,1
2019-11-01,Court admission,Male,White,55-64,Lee,Public Order,2
2019-11-01,Court admission,Male,White,55-64,Logan,Drug,1
2019-11-01,Court admission,Male,White,55-64,Macoupin,Drug,1
2019-11-01,Court admission,Male,White,55-64,McHenry,Drug,1
2019-11-01,Court admission,Male,White,55-64,Montgomery,Drug,1
2019-11-01,Court admission,Male,White,55-64,Rock Island,Drug,1
2019-11-01,Court admission,Male,White,55-64,Sangamon,Drug,1
2019-11-01,Court admission,Male,White,55-64,Washington,Property,1
2019-11-01,Court admission,Male,White,55-64,Winnebago,Person,1
2019-11-01,Court admission,Male,White,55-64,Woodford,Person,1
2019-11-01,Court admission,Male,White,65-74,Cook,Person,2
2019-11-01,Court admission,Male,White,65-74,Lake,Person,1
2019-11-01,Court admission,Male,White,65-74,Montgomery,Person,1
2019-11-01,New sentence violator,Female,Black,25-29,Cook,Person,1
2019-11-01,New sentence violator,Female,Black,45-54,Cook,Drug,1
2019-11-01,New sentence violator,Female,Hispanic,25-29,Rock Island,Public Order,1
2019-11-01,New sentence violator,Female,White,20-24,Jefferson,Drug,1
2019-11-01,New sentence violator,Female,White,25-29,St. Clair,Property,1
2019-11-01,New sentence violator,Female,White,30-34,Tazewell,Drug,1
2019-11-01,New sentence violator,Female,White,30-34,Tazewell,Property,1
2019-11-01,New sentence violator,Female,White,35-44,Madison,Property,1
2019-11-01,New sentence violator,Female,White,55-64,Lake,Property,1
2019-11-01,New sentence violator,Male,American Indian,35-44,Champaign,Drug,1
2019-11-01,New sentence violator,Male,Black,20-24,Cook,Drug,1
2019-11-01,New sentence violator,Male,Black,20-24,Cook,Property,1
2019-11-01,New sentence violator,Male,Black,20-24,Cook,Public Order,1
2019-11-01,New sentence violator,Male,Black,20-24,DuPage,Property,1
2019-11-01,New sentence violator,Male,Black,20-24,Lake,Person,1
2019-11-01,New sentence violator,Male,Black,20-24,Peoria,Person,1
2019-11-01,New sentence violator,Male,Black,20-24,Will,Property,1
2019-11-01,New sentence violator,Male,Black,20-24,Will,Public Order,2
2019-11-01,New sentence violator,Male,Black,25-29,Bureau,Drug,1
2019-11-01,New sentence violator,Male,Black,25-29,Cook,Drug,1
2019-11-01,New sentence violator,Male,Black,25-29,Cook,Person,2
2019-11-01,New sentence violator,Male,Black,25-29,Cook,Property,2
2019-11-01,New sentence violator,Male,Black,25-29,Cook,Public Order,1
2019-11-01,New sentence violator,Male,Black,25-29,DuPage,Public Order,1
2019-11-01,New sentence violator,Male,Black,25-29,Madison,Public Order,1
2019-11-01,New sentence violator,Male,Black,25-29,Rock Island,Drug,1
2019-11-01,New sentence violator,Male,Black,25-29,Will,Person,1
2019-11-01,New sentence violator,Male,Black,25-29,Winnebago,Public Order,1
2019-11-01,New sentence violator,Male,Black,30-34,Cook,Drug,3
2019-11-01,New sentence violator,Male,Black,30-34,Cook,Property,4
2019-11-01,New sentence violator,Male,Black,30-34,Cook,Public Order,1
2019-11-01,New sentence violator,Male,Black,30-34,Madison,Public Order,1
2019-11-01,New sentence violator,Male,Black,35-44,Adams,Person,1
2019-11-01,New sentence violator,Male,Black,35-44,Cook,Property,2
2019-11-01,New sentence violator,Male,Black,35-44,Knox,Drug,1
2019-11-01,New sentence violator,Male,Black,35-44,Lake,Drug,1
2019-11-01,New sentence violator,Male,Black,35-44,Lake,Person,1
2019-11-01,New sentence violator,Male,Black,35-44,Rock Island,Drug,1
2019-11-01,New sentence violator,Male,Black,35-44,Stephenson,Public Order,1
2019-11-01,New sentence violator,Male,Black,35-44,Will,Person,1
2019-11-01,New sentence violator,Male,Black,35-44,Will,Property,1
2019-11-01,New sentence violator,Male,Black,35-44,Winnebago,Drug,1
2019-11-01,New sentence violator,Male,Black,35-44,Winnebago,Person,1
2019-11-01,New sentence violator,Male,Black,35-44,Winnebago,Public Order,1
2019-11-01,New sentence violator,Male,Black,45-54,Cook,Property,1
2019-11-01,New sentence violator,Male,Black,45-54,Lake,Property,1
2019-11-01,New sentence violator,Male,Black,45-54,Lake,Public Order,1
2019-11-01,New sentence violator,Male,Black,55-64,Cook,Drug,1
2019-11-01,New sentence violator,Male,Hispanic,20-24,Cook,Person,1
2019-11-01,New sentence violator,Male,Hispanic,20-24,Winnebago,Public Order,1
2019-11-01,New sentence violator,Male,Hispanic,25-29,Cook,Public Order,1
2019-11-01,New sentence violator,Male,Hispanic,25-29,Lake,Drug,1
2019-11-01,New sentence violator,Male,Hispanic,25-29,Will,Drug,1
2019-11-01,New sentence violator,Male,Hispanic,30-34,Cook,Public Order,1
2019-11-01,New sentence violator,Male,Hispanic,35-44,Kendall,Person,1
2019-11-01,New sentence violator,Male,Hispanic,35-44,McHenry,Public Order,1
2019-11-01,New sentence violator,Male,White,20-24,Coles,Drug,1
2019-11-01,New sentence violator,Male,White,20-24,Henry,Public Order,1
2019-11-01,New sentence violator,Male,White,20-24,Macon,Property,1
2019-11-01,New sentence violator,Male,White,20-24,Sangamon,Drug,1
2019-11-01,New sentence violator,Male,White,20-24,Wabash,Property,1
2019-11-01,New sentence violator,Male,White,20-24,Whiteside,Public Order,1
2019-11-01,New sentence violator,Male,White,20-24,Will,Public Order,1
2019-11-01,New sentence violator,Male,White,25-29,Cook,Person,1
2019-11-01,New sentence violator,Male,White,25-29,Lake,Person,1
2019-11-01,New sentence violator,Male,White,25-29,Peoria,Public Order,1
2019-11-01,New sentence violator,Male,White,25-29,Vermilion,Person,1
2019-11-01,New sentence violator,Male,White,30-34,Iroquois,Property,1
2019-11-01,New sentence violator,Male,White,30-34,Lawrence,Property,1
2019-11-01,New sentence violator,Male,White,30-34,Macon,Public Order,1
2019-11-01,New sentence violator,Male,White,30-34,Monroe,Person,1
2019-11-01,New sentence violator,Male,White,30-34,Whiteside,Public Order,1
2019-11-01,New sentence violator,Male,White,35-44,DuPage,Property,1
2019-11-01,New sentence violator,Male,White,35-44,Jackson,Public Order,1
2019-11-01,New sentence violator,Male,White,35-44,Madison,Person,1
2019-11-01,New sentence violator,Male,White,35-44,Tazewell,Person,1
2019-11-01,New sentence violator,Male,White,35-44,Union,Public Order,1
2019-11-01,New sentence violator,Male,White,35-44,Winnebago,Drug,1
2019-11-01,New sentence violator,Male,White,45-54,Hancock,Drug,1
2019-11-01,New sentence violator,Male,White,45-54,Stephenson,Property,1
2019-11-01,New sentence violator,Male,White,45-54,Will,Property,1
2019-11-01,Other,Male,Black,35-44,Sangamon,Drug,1
2019-11-01,Other,Male,White,35-44,Pike,Drug,1
2019-11-01,Technical violator,Female,Black,25-29,Cook,Drug,1
2019-11-01,Technical violator,Female,Black,30-34,Cook,Person,2
2019-11-01,Technical violator,Female,Black,35-44,Champaign,Person,1
2019-11-01,Technical violator,Female,Black,35-44,Cook,Drug,1
2019-11-01,Technical violator,Female,Black,35-44,Will,Person,1
2019-11-01,Technical violator,Female,Black,45-54,Cook,Drug,1
2019-11-01,Technical violator,Female,Black,45-54,Cook,Property,1
2019-11-01,Technical violator,Female,White,25-29,Henry,Property,1
2019-11-01,Technical violator,Female,White,25-29,Jefferson,Property,1
2019-11-01,Technical violator,Female,White,25-29,Will,Drug,1
2019-11-01,Technical violator,Female,White,30-34,Jersey,Public Order,1
2019-11-01,Technical violator,Female,White,30-34,Sangamon,Person,1
2019-11-01,Technical violator,Female,White,30-34,Vermilion,Drug,1
2019-11-01,Technical violator,Female,White,35-44,DuPage,Property,1
2019-11-01,Technical violator,Female,White,35-44,Kankakee,Person,1
2019-11-01,Technical violator,Female,White,35-44,Lake,Person,2
2019-11-01,Technical violator,Female,White,65-74,Adams,Drug,1
2019-11-01,Technical violator,Male,American Indian,20-24,McHenry,Drug,1
2019-11-01,Technical violator,Male,Bi-Racial,35-44,Rock Island,Person,1
2019-11-01,Technical violator,Male,Black,18-19,Macon,Public Order,1
2019-11-01,Technical violator,Male,Black,20-24,Adams,Person,1
2019-11-01,Technical violator,Male,Black,20-24,Champaign,Property,1
2019-11-01,Technical violator,Male,Black,20-24,Champaign,Public Order,1
2019-11-01,Technical violator,Male,Black,20-24,Cook,Drug,6
2019-11-01,Technical violator,Male,Black,20-24,Cook,Person,18
2019-11-01,Technical violator,Male,Black,20-24,Cook,Property,6
2019-11-01,Technical violator,Male,Black,20-24,Cook,Public Order,19
2019-11-01,Technical violator,Male,Black,20-24,Kane,Person,2
2019-11-01,Technical violator,Male,Black,20-24,Kankakee,Public Order,1
2019-11-01,Technical violator,Male,Black,20-24,Lake,Person,1
2019-11-01,Technical violator,Male,Black,20-24,Lake,Property,1
2019-11-01,Technical violator,Male,Black,20-24,Macon,Public Order,1
2019-11-01,Technical violator,Male,Black,20-24,McHenry,Property,1
2019-11-01,Technical violator,Male,Black,20-24,Peoria,Property,1
2019-11-01,Technical violator,Male,Black,20-24,St. Clair,Public Order,1
2019-11-01,Technical violator,Male,Black,20-24,Stephenson,Property,1
2019-11-01,Technical violator,Male,Black,25-29,Cook,Drug,7
2019-11-01,Technical violator,Male,Black,25-29,Cook,Person,13
2019-11-01,Technical violator,Male,Black,25-29,Cook,Property,5
2019-11-01,Technical violator,Male,Black,25-29,Cook,Public Order,13
2019-11-01,Technical violator,Male,Black,25-29,Henry,Drug,1
2019-11-01,Technical violator,Male,Black,25-29,Kankakee,Person,1
2019-11-01,Technical violator,Male,Black,25-29,Kankakee,Property,1
2019-11-01,Technical violator,Male,Black,25-29,Lake,Drug,1
2019-11-01,Technical violator,Male,Black,25-29,Lake,Person,3
2019-11-01,Technical violator,Male,Black,25-29,Lake,Property,1
2019-11-01,Technical violator,Male,Black,25-29,Madison,Drug,1
2019-11-01,Technical violator,Male,Black,25-29,Madison,Person,1
2019-11-01,Technical violator,Male,Black,25-29,Madison,Property,1
2019-11-01,Technical violator,Male,Black,25-29,McLean,Public Order,1
2019-11-01,Technical violator,Male,Black,25-29,Peoria,Person,1
2019-11-01,Technical violator,Male,Black,25-29,Sangamon,Person,1
2019-11-01,Technical violator,Male,Black,25-29,St. Clair,Person,1
2019-11-01,Technical violator,Male,Black,25-29,Will,Property,1
2019-11-01,Technical violator,Male,Black,25-29,Will,Public Order,1
2019-11-01,Technical violator,Male,Black,30-34,Champaign,Person,1
2019-11-01,Technical violator,Male,Black,30-34,Cook,Drug,8
2019-11-01,Technical violator,Male,Black,30-34,Cook,Person,17
2019-11-01,Technical violator,Male,Black,30-34,Cook,Property,6
2019-11-01,Technical violator,Male,Black,30-34,Cook,Public Order,5
2019-11-01,Technical violator,Male,Black,30-34,Effingham,Drug,1
2019-11-01,Technical violator,Male,Black,30-34,Kane,Person,1
2019-11-01,Technical violator,Male,Black,30-34,Lake,Drug,1
2019-11-01,Technical violator,Male,Black,30-34,Madison,Drug,1
2019-11-01,Technical violator,Male,Black,30-34,Madison,Person,1
2019-11-01,Technical violator,Male,Black,30-34,Madison,Property,1
2019-11-01,Technical violator,Male,Black,30-34,Madison,Public Order,1
2019-11-01,Technical violator,Male,Black,30-34,Peoria,Drug,1
2019-11-01,Technical violator,Male,Black,30-34,Peoria,Person,1
2019-11-01,Technical violator,Male,Black,30-34,Peoria,Public Order,1
2019-11-01,Technical violator,Male,Black,30-34,Rock Island,Drug,1
2019-11-01,Technical violator,Male,Black,30-34,Saline,Public Order,1
2019-11-01,Technical violator,Male,Black,30-34,Will,Public Order,1
2019-11-01,Technical violator,Male,Black,30-34,Winnebago,Person,1
2019-11-01,Technical violator,Male,Black,30-34,Winnebago,Public Order,2
2019-11-01,Technical violator,Male,Black,35-44,Adams,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Champaign,Drug,1
2019-11-01,Technical violator,Male,Black,35-44,Champaign,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Champaign,Public Order,1
2019-11-01,Technical violator,Male,Black,35-44,Cook,Drug,8
2019-11-01,Technical violator,Male,Black,35-44,Cook,Person,18
2019-11-01,Technical violator,Male,Black,35-44,Cook,Property,4
2019-11-01,Technical violator,Male,Black,35-44,Cook,Public Order,15
2019-11-01,Technical violator,Male,Black,35-44,DeKalb,Person,1
2019-11-01,Technical violator,Male,Black,35-44,DuPage,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Jackson,Public Order,1
2019-11-01,Technical violator,Male,Black,35-44,Jefferson,Drug,1
2019-11-01,Technical violator,Male,Black,35-44,Kane,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Lake,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Macon,Property,1
2019-11-01,Technical violator,Male,Black,35-44,Morgan,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Peoria,Person,2
2019-11-01,Technical violator,Male,Black,35-44,Sangamon,Drug,1
2019-11-01,Technical violator,Male,Black,35-44,Vermilion,Property,1
2019-11-01,Technical violator,Male,Black,35-44,Winnebago,Person,1
2019-11-01,Technical violator,Male,Black,35-44,Winnebago,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Champaign,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Christian,Person,1
2019-11-01,Technical violator,Male,Black,45-54,Cook,Drug,6
2019-11-01,Technical violator,Male,Black,45-54,Cook,Person,7
2019-11-01,Technical violator,Male,Black,45-54,Cook,Property,5
2019-11-01,Technical violator,Male,Black,45-54,Cook,Public Order,4
2019-11-01,Technical violator,Male,Black,45-54,DuPage,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Jefferson,Person,1
2019-11-01,Technical violator,Male,Black,45-54,Kane,Drug,1
2019-11-01,Technical violator,Male,Black,45-54,Lake,Person,1
2019-11-01,Technical violator,Male,Black,45-54,Madison,Drug,1
2019-11-01,Technical violator,Male,Black,45-54,Madison,Person,1
2019-11-01,Technical violator,Male,Black,45-54,McHenry,Person,1
2019-11-01,Technical violator,Male,Black,45-54,McLean,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Peoria,Property,1
2019-11-01,Technical violator,Male,Black,45-54,Perry,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Sangamon,Drug,1
2019-11-01,Technical violator,Male,Black,45-54,Will,Public Order,1
2019-11-01,Technical violator,Male,Black,45-54,Winnebago,Drug,1
2019-11-01,Technical violator,Male,Black,55-64,Boone,Drug,1
2019-11-01,Technical violator,Male,Black,55-64,Champaign,Property,1
2019-11-01,Technical violator,Male,Black,55-64,Cook,Drug,2
2019-11-01,Technical violator,Male,Black,55-64,Cook,Person,2
2019-11-01,Technical violator,Male,Black,55-64,Cook,Property,4
2019-11-01,Technical violator,Male,Black,55-64,Cook,Public Order,3
2019-11-01,Technical violator,Male,Black,55-64,Kane,Person,1
2019-11-01,Technical violator,Male,Black,55-64,Macoupin,Drug,1
2019-11-01,Technical violator,Male,Black,55-64,Sangamon,Person,1
2019-11-01,Technical violator,Male,Black,55-64,Winnebago,Property,1
2019-11-01,Technical violator,Male,Black,65-74,Cook,Drug,2
2019-11-01,Technical violator,Male,Black,65-74,Cook,Person,1
2019-11-01,Technical violator,Male,Black,65-74,Cook,Public Order,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Cook,Drug,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Cook,Person,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Cook,Property,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Cook,Public Order,2
2019-11-01,Technical violator,Male,Hispanic,20-24,Iroquois,Property,1
2019-11-01,Technical violator,Male,Hispanic,20-24,LaSalle,Person,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Lake,Person,1
